20180517_161305,-0.10166,0.070564,9.95072,-0.015971,-0.003194,0.009583
20180517_161305,-0.120198,0.080132,9.967464,-0.015971,-0.004259,0.010647
20180517_161306,-0.105846,0.094484,9.972846,-0.017036,-0.004259,0.009583
20180517_161307,-0.110032,0.058604,9.956102,-0.017036,-0.004259,0.009583
20180517_161308,-0.113022,0.058604,9.96866,-0.015971,-0.004259,0.010647
20180517_161309,-0.12259,0.084916,9.966866,-0.015971,-0.004259,0.009583
20180517_161310,-0.117806,0.117806,9.996766,-0.015971,-0.004259,0.010647
20180517_161310,-0.113022,0.162656,10.005138,-0.015971,-0.004259,0.010647
20180517_161311,-0.113022,0.15249,9.97165,-0.015971,-0.004259,0.010647
20180517_161312,-0.103454,0.126178,9.95072,-0.017036,-0.004259,0.009583
20180517_161313,-0.096876,0.092092,9.961484,-0.015971,-0.004259,0.009583
20180517_161314,-0.105248,0.086112,9.96268,-0.015971,-0.004259,0.009583
20180517_161315,-0.108836,0.055614,9.974042,-0.015971,-0.004259,0.010647
20180517_161315,-0.108836,0.02691,9.952514,-0.015971,-0.004259,0.010647
20180517_161316,-0.123188,0.071162,9.96567,-0.015971,-0.004259,0.009583
20180517_161317,-0.119002,0.087308,9.97165,-0.015971,-0.004259,0.010647
20180517_161318,-0.12558,0.10166,9.978228,-0.015971,-0.004259,0.009583
20180517_161319,-0.108836,0.151892,9.987796,-0.015971,-0.004259,0.009583
20180517_161320,-0.110032,0.139932,9.987796,-0.015971,-0.003194,0.010647
20180517_161321,-0.105248,0.103454,9.976434,-0.015971,-0.003194,0.009583
20180517_161321,-0.109434,0.076544,9.963876,-0.015971,-0.004259,0.010647
20180517_161322,-0.111228,0.055016,9.970454,-0.015971,-0.004259,0.010647
20180517_161323,-0.118404,0.05083,9.963278,-0.015971,-0.004259,0.010647
20180517_161324,-0.103454,0.055016,9.965072,-0.015971,-0.004259,0.010647
20180517_161325,-0.118404,0.043056,9.96268,-0.017036,-0.004259,0.010647
20180517_161326,-0.106444,0.035282,9.952514,-0.015971,-0.004259,0.009583
20180517_161326,-0.11362,0.056212,9.963876,-0.015971,-0.004259,0.010647
20180517_161327,-0.10764,0.014352,9.961484,-0.017036,-0.004259,0.010647
20180517_161328,-0.104052,0.055614,9.957298,-0.015971,-0.005324,0.009583
20180517_161329,-0.123188,0.129766,9.983012,-0.015971,-0.004259,0.010647
20180517_161330,-0.123188,0.14651,9.971052,-0.015971,-0.004259,0.010647
20180517_161331,-0.105248,0.07774,9.965072,-0.014906,-0.004259,0.010647
20180517_161332,-0.102856,0.14352,9.978228,-0.015971,-0.005324,0.009583
20180517_161332,-0.111228,0.084318,9.965072,-0.015971,-0.005324,0.009583
20180517_161333,-0.127972,0.056212,9.972846,-0.015971,-0.004259,0.009583
20180517_161334,-0.117806,0.039468,9.983012,-0.015971,-0.005324,0.009583
20180517_161335,-0.09867,0.066378,9.967464,-0.015971,-0.004259,0.009583
20180517_161336,-0.111826,0.059202,9.98062,-0.017036,-0.004259,0.010647
20180517_161337,-0.099268,0.039468,9.978826,-0.015971,-0.004259,0.010647
20180517_161337,-0.117806,0.087308,9.966866,-0.017036,-0.004259,0.010647
20180517_161338,-0.132158,0.115414,9.96268,-0.015971,-0.004259,0.009583
20180517_161339,-0.105248,0.111228,9.983012,-0.015971,-0.004259,0.009583
20180517_161340,-0.101062,0.121394,9.981218,-0.015971,-0.004259,0.009583
20180517_161341,-0.121992,0.139334,9.982414,-0.015971,-0.004259,0.010647
20180517_161342,-0.108836,0.14053,9.98062,-0.015971,-0.005324,0.010647
20180517_161342,-0.12259,0.127374,9.987198,-0.015971,-0.004259,0.010647
20180517_161343,-0.105846,0.113022,9.98062,-0.015971,-0.004259,0.010647
20180517_161344,-0.103454,0.084916,9.968062,-0.015971,-0.003194,0.009583
20180517_161345,-0.111228,0.05681,9.966268,-0.015971,-0.004259,0.009583
20180517_161346,-0.108836,0.039468,9.981816,-0.017036,-0.004259,0.009583
20180517_161347,-0.1196,0.09269,9.966866,-0.015971,-0.004259,0.009583
20180517_161348,-0.117806,0.074152,9.984806,-0.015971,-0.004259,0.009583
20180517_161348,-0.10764,0.08372,9.986002,-0.014906,-0.004259,0.010647
20180517_161349,-0.103454,0.133952,9.9866,-0.017036,-0.004259,0.010647
20180517_161350,-0.118404,0.13754,9.986002,-0.019165,-0.005324,0.010647
20180517_161351,-0.120198,0.136344,9.978228,-0.017036,-0.004259,0.010647
20180517_161352,-0.096278,0.121394,9.963278,-0.015971,-0.004259,0.010647
20180517_161353,-0.111228,0.123786,9.977032,-0.015971,-0.005324,0.010647
20180517_161353,-0.09867,0.10764,9.973444,-0.017036,-0.004259,0.009583
20180517_161354,-0.090298,0.105248,9.967464,-0.015971,-0.004259,0.009583
20180517_161355,-0.101062,0.062192,9.95969,-0.017036,-0.004259,0.010647
20180517_161356,-0.105846,0.044252,9.963876,-0.015971,-0.004259,0.010647
20180517_161357,-0.072358,0.135148,9.965072,-0.015971,-0.003194,0.009583
20180517_161358,-0.129168,0.12857,9.975836,-0.015971,-0.004259,0.010647
20180517_161358,-0.107042,0.101062,9.967464,-0.014906,-0.004259,0.009583
20180517_161359,-0.084318,0.105248,9.966866,-0.017036,-0.004259,0.010647
20180517_161400,-0.096278,0.13156,9.963278,-0.015971,-0.004259,0.010647
20180517_161401,-0.118404,0.097474,9.961484,-0.015971,-0.004259,0.009583
20180517_161402,-0.104052,0.058604,9.956102,-0.015971,-0.005324,0.010647
20180517_161403,-0.119002,0.081328,9.960886,-0.014906,-0.005324,0.009583
20180517_161404,-0.10465,0.087906,9.988394,-0.015971,-0.004259,0.010647
20180517_161404,-0.068172,0.020332,9.972846,-0.014906,-0.004259,0.010647
20180517_161405,-0.123786,0.046644,9.963876,-0.017036,-0.003194,0.010647
20180517_161406,-0.099866,0.069966,9.963876,-0.014906,-0.005324,0.010647
20180517_161407,-0.113022,0.069966,9.969258,-0.017036,-0.004259,0.010647
20180517_161408,-0.090298,0.147706,10.050586,-0.015971,-0.004259,0.009583
20180517_161409,-0.119002,0.15548,9.990188,-0.015971,-0.004259,0.009583
20180517_161409,-0.102258,0.121992,9.975836,-0.015971,-0.004259,0.010647
20180517_161410,-0.100464,0.139334,9.974042,-0.015971,-0.004259,0.009583
20180517_161411,-0.094484,0.114816,9.962082,-0.015971,-0.004259,0.010647
20180517_161412,-0.12558,0.037674,9.969856,-0.015971,-0.004259,0.010647
20180517_161413,-0.121394,0.063388,9.972248,-0.015971,-0.004259,0.009583
20180517_161414,-0.106444,0.069966,9.959092,-0.017036,-0.004259,0.009583
